Periods,Total Consumption,AC,Dish washer,Washing Machine,Dryer,Water heater,TV,Microwave,Kettle,Lighting,Refrigerator
87,0.3395311547749296,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
88,0.2264771217176252,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
89,0.2385329380828219,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.2774067949338646,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.2086394342385076,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.2617834410728442,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
93,0.2872482776809641,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.2059330264830551,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.2569857182336334,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.340761340118317,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.2797441470863007,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.2584619406456982,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.2972127789624022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.2061790635517328,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.2184809169856069,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.3251379862572967,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.2061790635517327,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.2074092488951201,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.3392851177062522,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.2551404402185521,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
11,0.2812203694983657,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.3466662297665767,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.2157745092301546,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
14,0.2039647299336353,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
15,0.3004112608552094,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.2382869010141445,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.2044568040709902,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.2888475186273677,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
19,0.2545253475468584,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.2382869010141444,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.3507258413997552,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
22,0.2782679246742358,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.2015043592468604,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.2722400164916374,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
25,0.2368106786020795,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
26,0.229429566541755,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.2701487014078787,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.7870725826992754,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1.236828344241719,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
30,1.283698405824779,0,0.0,0.0,0.0,0.0,0.0,1.223,0.0,0.0,0.0
31,1.292309703228491,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.3854170680832806,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.2564936440962783,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.2371797342050958,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.2131911200090409,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.2718709608886212,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.241854438509968,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.1983058773540531,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.275315479850106,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.2749464242470898,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.2777758505368808,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.3009033349925643,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
43,0.2745773686440736,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.2026115260559091,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.2391480307545156,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
46,0.2933992043979011,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
47,0.1994130441631018,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.2099926381162336,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.3214474302271346,0,0.0,0.0,0.0,0.0,0.0330846153846153,0.0,0.0,0.0,0.0
50,0.209869619581895,0,0.0,0.0,0.0,0.0,0.0325923076923076,0.0,0.0,0.0,0.14
51,0.2788830173459295,0,0.0,0.0,0.0,0.0,0.0328692307692307,0.0,0.0,0.0,0.0
52,0.3785280301603111,0,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0
53,0.2045798226053291,0,0.0,0.0,0.0,0.0,0.0313153846153846,0.0,0.0,0.0,0.14
54,0.2006432295064892,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.3114829289456965,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.2222944915501079,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
57,0.2001511553691343,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
58,0.2852799811315441,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.2467751798835177,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.2042107670023128,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.3480194336443029,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
62,0.3130821698921,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.2012583221781829,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.2687954975301526,0,0.0,0.0,0.0,0.0,0.144373333333333,0.0,0.0,0.0,0.0
65,0.2630136264162317,0,0.0,0.0,0.0,0.0,0.144493333333333,0.0,0.0,0.0,0.0
66,0.2054409523457002,0,0.0,0.0,0.0,0.0,0.144493333333333,0.0,0.0,0.0,0.0
67,0.2658430527060228,0,0.0,0.0,0.0,0.0,0.144686666666666,0.0,0.0,0.0,0.0
68,0.24948158763897,0,0.0,0.0,0.0,0.0,0.14474,0.0,0.0,0.0,0.0
69,0.2280763626640288,0,0.0,0.0,0.0,0.0,0.14252,0.0,0.0,0.0,0.0
70,0.2651049414999903,0,0.0,0.0,0.0,0.0,0.14298,0.0,0.0,0.0,0.0
71,0.3165266888535848,0,0.0,0.0,0.0,0.0,0.142766666666666,0.0,0.0,0.0,0.0
72,0.4332712779410516,0,0.0,0.00184,0.0,0.0,0.1433,0.0,0.0,0.0,0.14
73,1.250606420087658,0,0.0,1.04142,0.0,0.0,0.144286666666666,0.0,0.0,0.0,0.0
74,1.225756676151231,0,0.0,0.32317,0.0,0.346,0.144571428571428,0.0,0.0,0.0,0.0
75,1.197216376184643,0,0.0,0.25449,0.0,0.207,0.0,0.0,0.0,0.0,0.14
76,0.8260694580846567,0,0.0,0.06426,0.0,0.373,0.0,0.0,0.0,0.0,0.14
77,0.2402551975635644,0,0.0,0.10423,0.0,0.079,0.0,0.0,0.0,0.0,0.0
78,0.2248778807712215,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.2526800695317772,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.2462831057461628,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
81,0.2737162389037023,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.3346104134013799,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.2503427173793413,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
84,0.1968296549419881,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.257600810905327,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.2753154798501059,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
87,0.197936821751037,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
88,0.2507117729823575,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.279621128551962,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.2043337855366515,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.2970897604280635,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
92,0.3829566973965057,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.2086394342385076,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.2066711376890876,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.3349794690043962,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.2050718967426839,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.2039647299336353,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.3311658944398951,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.2097466010475562,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.2035956743306191,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.3673333435354854,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.3054550207630979,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.2067941562234264,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.2822045177730755,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.2627675893475543,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.2034726557962804,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
11,0.274823405712751,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.2654739971030066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.2023654889872316,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
14,0.2659660712403615,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
15,0.3149274479071811,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.2840497957881566,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.268549460461475,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.2528030880661161,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
19,0.2364416229990633,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.2544023290125197,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.8702331119122655,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
22,1.224526490807844,0,0.0,0.0,0.0,0.346,0.0,0.0,0.0,0.0,0.0
23,1.221943101586731,0,0.0,0.0,0.0,0.207,0.0,0.0,0.0,0.0,0.0
24,1.234121936486266,0,0.0,0.0,0.0,0.373,0.0,0.0,0.0,0.0,0.14
25,0.2839267772538179,0,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.0,0.14
26,0.3074233173125177,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.2922920375888525,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.2135601756120573,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.2449299018684366,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
30,0.2776528320025421,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.1991670070944243,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.2419774570443068,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.2884784630243515,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.1985519144227306,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.2636287190879254,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.3608133612155321,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.2363186044647246,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.2202031764663492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.3058240763661143,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
40,0.2099926381162338,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.200766248040828,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.3157885776475523,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
43,0.2142982868180897,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
44,0.1981828588197144,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.3208323375554407,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.2933992043979011,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.2409933087695968,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
48,0.2872482776809641,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.239025012220177,0,0.0,0.0,0.0,0.0,0.0483384615384615,0.0,0.0,0.0,0.0
50,0.200274173903473,0,0.0,0.0,0.0,0.0,0.0492384615384615,0.0,0.0,0.0,0.14
51,0.2703947384765563,0,0.0,0.0,0.0,0.0,0.0486846153846153,0.0,0.0,0.0,0.0
52,0.2652279600343291,0,0.0,0.0,0.0,0.0,0.0485461538461538,0.0,0.0,0.0,0.0
53,0.2016273777811991,0,0.0,0.0,0.0,0.0,0.0484076923076923,0.0,0.0,0.0,0.14
54,0.2548944031498747,0,0.0,0.0,0.0,0.0,0.0472076923076923,0.0,0.0,0.0,0.14
55,0.2801132026893169,0,0.0,0.0,0.0,0.0,0.0488461538461538,0.0,0.0,0.0,0.0
56,0.2793750914832844,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.3058240763661143,0,0.0,0.0,0.0,0.0,0.0406124999999999,0.0,0.0,0.0,0.0
58,0.2764226466591546,0,0.0,0.0,0.0,0.0,0.12740625,0.0,0.0,0.0,0.14
59,0.2120839531999923,0,0.0,0.0,0.0,0.0,0.00501875,0.0,0.0,0.0,0.0
60,0.2429616053190167,0,0.0,0.0,0.0,0.0,0.01470625,0.0,0.0,0.0,0.0
61,0.260061181592102,0,0.0,0.0,0.0,0.0,0.1420875,0.0,0.0,0.0,0.0
62,0.2374257712737733,0,0.0,0.0,0.0,0.0,0.13674375,0.0,0.0,0.0,0.0
63,0.2385329380828219,0,0.0,0.0,0.0,0.0,0.13465,0.0,0.0,0.0,0.0
64,0.2548944031498747,0,0.0,0.0,0.0,0.0,0.1331,0.0,0.0,0.0,0.0
65,1.086745732348453,0,0.0,0.0,0.0,0.0,0.1326375,0.0,0.0,0.0,0.0
66,1.277424460573504,0,0.0,0.0,0.0,0.0,0.13236875,1.142,0.0,0.0,0.0
67,1.292924795900185,0,0.0,0.0,0.0,0.0,0.132375,0.0,0.0,0.0,0.0
68,1.172120595179539,0,0.0,1.02162857142857,0.0,0.0,0.13225625,0.0,0.0,0.0,0.0
69,0.2339812523122884,0,0.0,0.0830571428571428,0.0,0.0,0.13235,0.0,0.0,0.0,0.0
70,0.2660890897747002,0,0.0,0.00149714285714285,0.0,0.0,0.13226875,0.0,0.0,0.0,0.0
71,0.2110998049252823,0,0.0,0.0,0.0,0.0,0.1318625,0.0,0.0,0.0,0.0
72,0.2434536794563717,0,0.0,0.0,0.0,0.0,0.131974999999999,0.0,0.0,0.0,0.0
73,0.273470201835025,0,0.0,0.0,0.0,0.0,0.132025,0.0,0.0,0.0,0.14
74,0.1962145622702945,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.2402551975635644,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.3360866358134448,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
77,0.2683034233927976,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
78,0.2386559566171607,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.2866331850092703,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.197936821751037,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.223647695427834,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
82,0.2997961681835158,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.2031036001932641,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.2056869894143776,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
85,0.3100067065336314,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.259077033317392,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.2689185160644914,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
88,0.3209553560897795,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
89,0.2215563803440755,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.2037186928649579,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.3021335203359519,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.2401321790292257,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
93,0.2075322674294589,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.291061852245465,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.2530491251347936,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.2405012346322419,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.3315349500429113,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.2946293897412886,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.2012583221781829,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.2333661596405947,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.3021335203359519,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.1990439885600856,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
7,0.221802417412753,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.309268595327599,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.200766248040828,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
10,0.2364416229990633,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
11,0.3829566973965059,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.2427155682503392,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.2119609346656535,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.8286528473057703,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
15,1.195002042566546,0,0.0,0.0,0.0,0.346,0.0,0.0,0.0,0.0,0.0
16,1.175442095606686,0,0.0,0.0,0.0,0.207,0.0,0.0,0.0,0.0,0.0
17,1.244332474836382,0,0.0,0.0,0.0,0.373,0.0,0.0,0.0,0.0,0.14
18,0.4160486831336277,0,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.0,0.0
19,0.200274173903473,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.2936452414665786,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
21,0.3160346147162298,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
22,0.2452989574714527,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.2755615169187834,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.2341042708466272,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.214175268283751,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
26,0.2751924613157672,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.2290605109387388,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.2325050299002237,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.2673192751180877,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.2289374924044001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.3029946500763231,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.3288285422874589,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.2325050299002237,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.2342272893809658,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.2468981984178565,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.2391480307545156,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.2173737501765582,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.2561245884932621,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.2513268656540513,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.2021194519185542,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
41,0.3037327612823555,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.3333802280579925,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.2200801579320105,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
44,0.2621524966758605,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
45,0.2637517376222642,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.1991670070944243,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.2557555328902459,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.2721169979572987,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
49,0.2015043592468604,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.2316439001598524,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.3175108371282946,0,0.0,0.0,0.0,0.0,0.141838709677419,0.0,0.0,0.0,0.14
52,0.2740852945067185,0,0.0,0.0,0.0,0.0,0.143219354838709,0.0,0.0,0.0,0.0
53,0.2387789751514994,0,0.0,0.0,0.0,0.0,0.1442,0.0,0.0,0.0,0.0
54,0.3216934672958119,0,0.0,0.0,0.0,0.0,0.14470909090909,0.0,0.0,0.0,0.14
55,0.1987979514914081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
56,0.2003971924378117,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.33264211685196,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.9359250092491538,0,0.0,0.0,0.886975,0.0,0.0,0.0,0.0,0.0,0.0
59,1.183192263270026,0,0.0,0.00349714285714285,0.92303125,0.0,0.0,0.0,0.0,0.0,0.14
60,1.292801777365846,0,0.0,1.12106857142857,0.13195625,0.0,0.0,0.0,0.0,0.0,0.0
61,1.195125061100884,0,0.0,0.0690228571428571,0.0,0.0,0.0,1.11748484848484,0.0,0.0,0.0
62,0.2797441470863007,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.3405153030496396,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.2409933087695968,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.2001511553691342,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.2745773686440736,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.2569857182336334,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.1985519144227306,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.2673192751180877,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.2588309962487145,0,0.0,0.0,0.0,0.0,0.0314384615384615,0.0,0.0,0.0,0.0
71,0.1971987105450045,0,0.0,0.0,0.0,0.0,0.0318384615384615,0.0,0.0,0.0,0.0
72,0.3261221345320067,0,0.0,0.0,0.0,0.0,0.0343461538461538,0.0,0.0,0.0,0.0
73,0.3081614285185502,0,0.0,0.0,0.0,0.0,0.0337307692307692,0.0,0.0,0.0,0.14
74,0.2102386751849111,0,0.0,0.0,0.0,0.0,0.0343538461538461,0.0,0.0,0.0,0.0
75,0.2536642178064872,0,0.0,0.0,0.0,0.0,0.0317461538461538,0.0,0.0,0.0,0.0
76,0.2304137148164649,0,0.0,0.0,0.0,0.0,0.0324538461538461,0.0,0.0,0.0,0.14
77,0.2277073070610126,0,0.0,0.0,0.0,0.0,0.0307846153846153,0.0,0.0,0.0,0.14
78,0.2512038471197124,0,0.0,0.0,0.0,0.0,0.0345538461538461,0.0,0.0,0.0,0.0
