Hour,Starting minute (inclussive),Ending minute (exclussive),Generated power,TemperatureC,DewpointC,PressurehPa,WindDirectionDegrees,WindSpeedKMH,WindSpeedGustKMH,Humidity,HourlyPrecipMM,dailyrainMM,SolarRadiationWatts_m2
10,50,55,0,12,12,1016,194,11,24,98,1,42,30
10,55,60,0,13,12,1016,233,8,22,98,3,43,35
11,0,5,0,13,12,1016,215,3,20,98,4,43,40
11,5,10,0,13,12,1017,216,20,25,98,3,43,37
11,10,15,0,13,12,1017,225,11,25,98,2,43,35
11,15,20,0,13,12,1017,263,6,24,98,2,43,42
11,20,25,0,13,12,1017,227,11,25,98,2,44,30
11,25,30,0,13,12,1017,207,4,20,98,2,44,26
11,30,35,0,13,12,1017,197,12,30,98,3,44,33
11,35,40,0,13,12,1017,208,0,20,98,3,45,37
11,40,45,0,13,12,1017,200,8,27,98,7,45,47
11,45,50,0,13,12,1017,205,12,30,98,6,46,56
11,50,55,0,13,12,1017,218,8,25,98,4,46,56
11,55,60,0,13,12,1017,209,9,25,98,3,46,60
12,0,5,0,13,12,1017,208,4,29,98,3,47,65
12,5,10,0,13,12,1017,219,9,33,98,2,47,70
12,10,15,0,13,12,1017,219,8,20,98,2,47,95
12,15,20,0,13,12,1017,230,3,17,98,1,47,69
12,20,25,0,13,12,1017,200,9,16,98,1,47,62
12,25,30,0,13,12,1017,167,12,29,98,1,47,47
12,30,35,0,13,12,1017,187,3,20,98,1,47,56
12,35,40,0,13,12,1017,200,12,24,98,3,48,88
12,40,45,0,13,12,1017,223,14,22,98,3,48,81
12,45,50,0,13,12,1017,180,9,16,98,2,48,77
12,50,55,0,13,12,1017,191,16,25,98,1,48,100
12,55,60,0,13,12,1017,207,9,25,98,1,48,76
13,0,5,0,13,12,1017,188,16,29,98,1,48,77
13,5,10,0,13,12,1017,180,3,29,98,1,48,63
13,10,15,0,13,12,1017,184,3,24,98,0,48,56
13,15,20,0,13,12,1017,198,11,25,98,0,48,58
13,20,25,0,13,12,1017,193,0,19,98,0,48,46
13,25,30,0,13,12,1017,226,9,20,98,1,49,51
13,30,35,0,13,12,1017,230,12,25,98,2,49,56
13,35,40,0,13,12,1017,231,16,27,98,3,49,62
13,40,45,0,13,12,1017,230,19,29,98,2,49,67
13,45,50,0,13,12,1017,198,6,22,98,2,49,81
13,50,55,0,13,12,1017,270,6,25,98,1,50,72
13,55,60,0,13,12,1017,202,14,25,98,2,50,86
14,0,5,0,13,12,1017,215,9,30,98,2,50,93
14,5,10,0,13,12,1017,190,9,29,98,5,51,72
14,10,15,0,0,0,0,0,0,0,0,0,0,0
14,15,20,0,13,12,1017,195,12,27,98,1,51,83
14,20,25,0,13,12,1017,227,6,27,98,1,51,91
14,25,30,0,13,12,1017,192,1,27,98,1,51,53
14,30,35,0,13,12,1017,209,4,27,98,15,52,60
14,35,40,0,13,13,1017,215,9,27,98,4,52,37
14,40,45,0,13,12,1017,196,0,29,98,2,52,42
14,45,50,0,13,13,1016,192,1,27,98,2,52,60
14,50,55,0,13,13,1016,222,14,22,98,1,52,77
14,55,60,0,13,13,1016,223,8,20,98,11,53,88
15,0,5,0,13,13,1016,198,1,24,98,4,53,47
15,5,10,0,13,13,1016,190,3,24,98,4,54,49
15,10,15,0,13,13,1016,210,14,29,98,2,54,51
15,15,20,0,13,13,1017,251,0,29,98,2,54,39
15,20,25,0,13,13,1016,204,20,29,98,1,54,53
15,25,30,0,0,0,0,0,0,0,0,0,0,0
15,30,35,0,13,13,1016,213,0,24,98,0,54,69
15,35,40,0,13,13,1016,218,11,24,98,0,54,49
15,40,45,0,13,13,1016,205,4,20,98,6,54,56
15,45,50,0,13,13,1016,211,9,20,98,2,54,46
15,50,55,0,13,13,1016,208,6,22,98,1,55,51
15,55,60,0,13,13,1016,189,19,19,98,1,55,46
16,0,5,0,13,13,1016,198,6,20,98,1,55,44
16,5,10,0,13,13,1016,191,4,17,98,3,55,51
16,10,15,0,13,13,1016,196,8,19,98,3,55,81
16,15,20,0,13,13,1016,227,8,19,98,5,56,42
16,20,25,0,13,13,1016,257,11,29,98,5,56,32
16,25,30,0,13,13,1016,221,8,29,98,4,57,28
16,30,35,0,13,13,1016,208,17,27,98,3,57,25
16,35,40,0,13,13,1016,242,6,29,98,3,57,30
16,40,45,0,13,13,1016,234,16,29,98,1,57,33
16,45,50,0,13,13,1016,208,4,27,98,1,57,46
16,50,55,0,13,13,1016,230,8,24,98,0,57,49
16,55,60,0,13,13,1016,224,11,24,98,0,57,47
17,0,5,0,13,13,1016,258,3,22,98,0,57,40
17,5,10,0,13,13,1016,250,6,30,98,0,57,37
17,10,15,0,13,13,1016,203,16,30,98,0,57,30
17,15,20,0,13,13,1016,225,22,27,98,0,57,28
17,20,25,0,13,13,1016,250,12,27,98,0,57,25
17,25,30,0,13,13,1016,204,8,19,98,0,57,33
17,30,35,0,13,13,1016,203,0,25,98,0,57,25
17,35,40,0,13,13,1016,205,0,25,98,0,57,25
17,40,45,0,13,13,1016,213,9,22,98,0,57,33
17,45,50,0,13,13,1016,221,6,27,98,0,57,25
17,50,55,0,13,13,1016,205,0,29,98,0,57,28
17,55,60,0,13,12,1016,200,8,29,98,0,57,23
18,0,5,0,13,13,1016,246,6,19,98,0,57,21
18,5,10,0,13,13,1016,202,0,19,98,0,57,19
18,10,15,0,13,13,1016,207,12,22,98,0,57,18
18,15,20,0,13,13,1016,207,3,25,98,0,57,14
18,20,25,0,13,13,1016,227,0,17,98,0,57,14
18,25,30,0,13,13,1016,233,9,20,98,0,57,11
18,30,35,0,13,12,1016,254,4,19,98,0,57,14
18,35,40,0,13,13,1016,172,0,22,98,0,57,11
18,40,45,0,13,13,1016,239,3,22,98,0,57,7
18,45,50,0,13,12,1016,177,8,16,98,0,58,9
18,50,55,0,13,12,1016,181,0,17,98,1,58,7
18,55,60,0,13,12,1016,211,9,16,98,10,59,12
19,0,5,0,13,12,1016,244,0,16,98,5,59,5
19,5,10,0,13,12,1016,206,1,24,98,9,60,7
19,10,15,0,13,12,1016,220,8,25,98,7,61,5
19,15,20,0,13,12,1016,258,6,29,98,8,61,7
19,20,25,0,12,12,1016,240,0,29,98,5,62,5
19,25,30,0,12,12,1016,252,8,22,98,4,62,0
19,30,35,0,12,12,1016,265,0,17,98,3,62,0
19,35,40,0,12,12,1016,260,0,17,98,3,63,0
19,40,45,0,12,12,1017,254,0,16,98,1,63,0
19,45,50,0,12,12,1016,224,0,9,98,1,63,0
19,50,55,0,12,12,1017,219,4,11,98,1,63,0
19,55,60,0,12,12,1017,207,0,16,98,1,63,0
20,0,5,0,12,12,1016,216,12,25,98,1,63,0
20,5,10,0,12,12,1016,197,8,25,98,0,63,0
20,10,15,0,13,12,1016,228,11,16,98,0,63,0
20,15,20,0,13,12,1016,210,0,16,98,0,63,0
20,20,25,0,13,12,1016,239,12,14,98,0,63,0
20,25,30,0,13,12,1016,223,8,16,98,0,63,0
20,30,35,0,13,12,1016,228,4,19,98,0,63,0
20,35,40,0,13,12,1016,200,1,19,98,0,63,0
20,40,45,0,13,12,1016,207,0,14,98,0,63,0
20,45,50,0,13,12,1016,190,9,16,98,1,63,0
20,50,55,0,13,12,1016,215,0,16,98,1,63,0
20,55,60,0,13,12,1016,209,3,11,98,1,64,0
21,0,5,0,13,12,1016,202,0,20,98,1,64,0
21,5,10,0,13,12,1016,180,1,20,98,1,64,0
21,10,15,0,13,12,1016,220,3,20,98,0,64,0
21,15,20,0,13,12,1016,198,0,20,98,0,64,0
21,20,25,0,13,13,1016,194,0,22,98,0,64,0
21,25,30,0,13,12,1016,216,4,25,98,0,64,0
21,30,35,0,13,13,1016,186,0,27,98,0,64,0
21,35,40,0,13,12,1016,196,3,19,98,0,64,0
21,40,45,0,13,13,1016,178,16,22,98,0,64,0
21,45,50,0,13,13,1016,180,8,19,98,0,64,0
21,50,55,0,13,13,1016,215,11,30,98,0,64,0
21,55,60,0,13,13,1016,198,1,30,98,5,64,0
22,0,5,0,13,13,1016,202,0,22,98,2,64,0
22,5,10,0,13,13,1016,215,6,19,98,1,64,0
22,10,15,0,13,12,1016,169,11,24,98,1,64,0
22,15,20,0,13,12,1016,192,11,24,98,0,64,0
22,20,25,0,13,13,1016,190,11,30,98,0,64,0
22,25,30,0,13,12,1016,190,11,29,98,0,64,0
22,30,35,0,13,13,1016,197,3,29,98,0,64,0
22,35,40,0,13,12,1016,209,11,25,98,0,64,0
22,40,45,0,13,13,1016,188,6,27,98,0,64,0
22,45,50,0,13,12,1016,223,8,27,98,0,64,0
22,50,55,0,13,12,1016,205,8,27,98,0,64,0
22,55,60,0,13,12,1016,219,24,30,98,0,64,0
23,0,5,0,13,12,1016,183,11,30,98,0,64,0
23,5,10,0,13,12,1016,232,19,30,98,0,64,0
23,10,15,0,13,12,1016,194,4,22,98,0,64,0
23,15,20,0,13,12,1016,200,8,22,98,0,64,0
23,20,25,0,13,12,1016,165,0,30,98,0,64,0
23,25,30,0,13,12,1016,184,9,27,98,0,64,0
23,30,35,0,13,12,1016,208,17,33,98,0,64,0
23,35,40,0,13,12,1017,201,8,33,98,0,64,0
23,40,45,0,13,12,1016,213,1,27,98,0,64,0
23,45,50,0,13,12,1016,173,8,27,98,0,64,0
23,50,55,0,13,12,1016,209,11,25,98,0,64,0
23,55,60,0,13,12,1016,179,20,32,98,0,64,0
0,0,5,0,0,0,0,0,0,0,0,0,0,0
0,5,10,0,13,12,1016,221,14,32,98,0,0,0
0,10,15,0,13,12,1016,192,8,20,98,0,0,0
0,15,20,0,13,12,1016,192,8,20,98,0,0,0
0,20,25,0,13,12,1016,238,0,17,98,0,0,0
0,25,30,0,13,12,1016,228,3,22,98,0,0,0
0,30,35,0,13,12,1016,200,19,29,98,0,0,0
0,35,40,0,13,12,1016,219,12,30,98,0,0,0
0,40,45,0,13,12,1016,175,19,27,98,0,0,0
0,45,50,0,13,12,1016,211,6,25,98,0,0,0
0,50,55,0,13,12,1016,113,4,25,98,0,0,0
0,55,60,0,13,12,1016,182,0,25,98,0,0,0
1,0,5,0,13,12,1016,188,0,17,98,0,0,0
1,5,10,0,13,12,1016,197,6,22,98,0,0,0
1,10,15,0,13,12,1016,194,4,22,98,0,0,0
1,15,20,0,13,12,1016,213,6,22,98,0,0,0
1,20,25,0,13,12,1016,142,3,22,98,0,0,0
1,25,30,0,13,12,1016,172,14,30,98,0,0,0
1,30,35,0,13,12,1016,168,6,30,98,4,0,0
1,35,40,0,13,12,1016,222,16,27,98,2,0,0
1,40,45,0,13,12,1016,226,6,24,98,1,0,0
1,45,50,0,13,12,1016,155,3,30,98,1,0,0
1,50,55,0,13,12,1016,218,9,29,98,0,1,0
1,55,60,0,13,12,1016,220,1,29,98,0,1,0
2,0,5,0,13,12,1016,186,3,27,98,0,1,0
2,5,10,0,13,12,1016,194,12,29,98,0,1,0
2,10,15,0,13,12,1016,226,14,32,98,0,1,0
2,15,20,0,13,12,1016,178,4,24,98,0,1,0
2,20,25,0,13,12,1016,188,4,33,98,0,1,0
2,25,30,0,13,12,1016,182,3,33,98,0,1,0
2,30,35,0,13,12,1016,169,3,40,98,0,1,0
2,35,40,0,13,12,1016,187,0,40,98,0,1,0
2,40,45,0,13,12,1016,171,1,24,98,0,1,0
2,45,50,0,13,12,1016,161,3,22,98,0,1,0
2,50,55,0,13,12,1016,202,4,32,98,0,1,0
2,55,60,0,13,12,1016,181,3,32,98,1,1,0
3,0,5,0,13,12,1016,180,0,29,98,1,1,0
3,5,10,0,13,12,1015,236,20,29,98,1,2,0
3,10,15,0,13,12,1015,163,8,24,98,2,2,0
3,15,20,0,13,12,1015,212,17,25,98,3,2,0
3,20,25,0,13,12,1015,250,0,27,98,2,2,0
3,25,30,0,13,12,1015,175,4,27,98,2,2,0
3,30,35,0,13,12,1015,178,1,20,98,7,3,0
3,35,40,0,13,12,1015,186,0,25,98,5,3,0
3,40,45,0,13,12,1015,196,4,20,98,4,4,0
3,45,50,0,13,12,1015,199,14,33,98,6,4,0
3,50,55,0,13,12,1015,197,6,33,98,8,5,0
3,55,60,0,13,12,1015,189,3,25,98,6,5,0
4,0,5,0,13,12,1015,202,4,33,98,2,5,0
4,5,10,0,13,12,1015,200,3,33,98,1,5,0
4,10,15,0,13,12,1015,161,3,25,98,1,6,0
4,15,20,0,13,12,1015,189,11,29,98,2,6,0
4,20,25,0,13,12,1015,164,11,32,98,2,6,0
4,25,30,0,13,12,1015,228,14,29,98,3,6,0
4,30,35,0,13,12,1015,171,0,30,98,2,6,0
4,35,40,0,13,12,1015,229,11,30,98,1,6,0
4,40,45,0,13,12,1015,181,3,33,98,1,7,0
4,45,50,0,13,12,1015,220,6,33,98,1,7,0
4,50,55,0,13,12,1015,168,6,27,98,7,7,0
4,55,60,0,13,12,1015,203,4,27,98,3,7,0
5,0,5,0,13,12,1015,181,0,20,98,1,7,0
5,5,10,0,13,12,1014,171,8,17,98,1,7,0
5,10,15,0,13,12,1014,171,3,17,98,0,7,0
5,15,20,0,13,12,1014,208,6,35,98,0,7,0
5,20,25,0,13,12,1015,208,12,35,98,0,7,0
5,25,30,0,13,12,1015,219,19,32,98,0,7,0
5,30,35,0,13,12,1015,176,3,46,98,0,7,0
5,35,40,0,13,12,1015,198,17,46,98,0,7,0
5,40,45,0,13,12,1015,157,3,25,98,5,8,0
5,45,50,0,13,12,1015,182,17,20,98,3,8,0
5,50,55,0,13,12,1015,208,17,24,98,2,8,0
5,55,60,0,13,12,1015,206,6,30,98,1,8,0
6,0,5,0,13,12,1015,186,11,30,98,1,8,0
6,5,10,0,13,12,1015,195,6,32,98,1,8,0
6,10,15,0,13,12,1015,207,17,20,98,0,8,0
6,15,20,0,13,12,1015,173,3,32,98,0,9,0
6,20,25,0,13,12,1015,175,0,32,98,0,9,0
6,25,30,0,13,12,1015,165,24,24,98,0,9,0
6,30,35,0,13,12,1015,209,8,25,98,0,9,0
6,35,40,0,13,12,1015,180,9,29,98,0,9,0
6,40,45,0,13,12,1014,187,6,29,98,0,9,0
6,45,50,0,13,12,1015,206,16,27,98,0,9,0
6,50,55,0,13,12,1015,166,1,27,97,0,9,0
6,55,60,0,13,12,1014,180,9,38,97,0,9,0
7,0,5,0,13,12,1015,196,12,30,97,0,9,0
7,5,10,0,13,12,1015,167,4,29,97,0,9,0
7,10,15,0,13,12,1015,194,27,29,97,0,9,0
7,15,20,0,13,12,1015,221,11,27,97,0,9,0
7,20,25,0,13,12,1015,215,19,30,97,0,9,0
7,25,30,0,13,12,1015,215,1,33,97,0,9,0
7,30,35,0,13,12,1015,202,16,29,97,0,9,0
7,35,40,0,13,12,1015,171,6,25,97,0,9,0
7,40,45,0,13,12,1015,203,14,25,97,0,9,0
7,45,50,0,13,12,1015,213,8,25,97,0,9,0
7,50,55,0,13,12,1015,178,9,33,97,0,9,9
7,55,60,0,13,12,1015,227,8,33,97,0,9,0
8,0,5,0,13,12,1015,202,14,24,97,0,9,0
8,5,10,0,13,12,1015,178,1,27,97,0,9,7
8,10,15,0,13,12,1015,184,12,27,97,0,9,7
8,15,20,0,13,12,1015,178,6,27,97,0,9,5
8,20,25,0,13,12,1015,161,0,27,97,0,9,7
8,25,30,0,13,12,1015,186,1,32,97,2,9,12
8,30,35,0,13,12,1015,181,9,32,97,10,10,11
8,35,40,0,13,12,1015,173,8,29,97,5,10,9
8,40,45,0,13,12,1015,178,4,29,97,7,11,12
8,45,50,0,13,12,1015,199,6,25,97,17,12,18
8,50,55,0,13,12,1015,159,9,25,97,4,12,16
8,55,60,0,13,12,1015,161,1,29,97,6,13,16
9,0,5,0,13,12,1015,194,11,35,97,2,13,16
9,5,10,0,13,12,1015,192,12,35,97,2,13,19
9,10,15,0,13,12,1015,178,4,29,97,1,13,16
9,15,20,0,13,12,1015,181,11,29,97,1,13,25
9,20,25,0,13,12,1015,173,12,19,97,0,14,26
9,25,30,0,13,12,1015,192,6,29,97,0,14,26
9,30,35,0,13,12,1015,165,11,29,97,0,14,40
9,35,40,0,13,12,1015,259,19,27,97,0,14,44
9,40,45,0,13,12,1015,186,6,27,97,0,14,28
9,45,50,0,13,12,1015,171,0,24,97,0,14,37
9,50,55,0,13,12,1015,143,9,25,97,0,14,28
9,55,60,0,13,12,1015,189,17,25,97,0,14,30
10,0,5,0,13,12,1015,199,12,25,97,0,14,37
10,5,10,0,13,12,1016,202,1,27,97,0,14,44
10,10,15,0,13,12,1015,205,4,30,97,0,14,40
10,15,20,0,13,12,1015,189,4,27,97,0,14,25
10,20,25,0,13,12,1015,205,12,22,97,0,14,42
10,25,30,0,13,12,1016,169,9,24,97,0,14,35
10,30,35,0,13,12,1016,209,9,29,97,0,14,30
10,35,40,0,13,12,1016,162,9,29,97,1,14,33
10,40,45,0,13,12,1016,163,1,22,97,1,14,39
10,45,50,0,13,12,1016,185,20,24,97,1,14,35
10,50,55,0,13,12,1016,159,16,32,97,0,14,56
10,55,60,0,13,12,1016,188,11,22,97,0,14,62
11,0,5,0,13,12,1016,199,16,38,97,0,14,58
11,5,10,0,13,12,1016,180,14,35,97,0,14,60
11,10,15,0,13,12,1016,180,16,35,97,0,14,54
11,15,20,0,13,12,1016,190,3,38,97,0,14,58
11,20,25,0,0,0,0,0,0,0,0,0,0,0
11,25,30,0,13,12,1016,185,0,0,97,0,0,62
11,30,35,0,13,12,1016,145,9,24,97,0,15,51
11,35,40,0,13,12,1016,163,9,27,97,0,15,49
11,40,45,0,13,12,1016,212,19,22,97,0,15,60
11,45,50,0,13,12,1016,164,6,25,97,0,15,74
11,50,55,0,13,12,1016,150,4,25,97,0,15,49
11,55,60,0,13,12,1016,175,4,22,97,0,15,109
12,0,5,0,13,12,1016,169,6,25,97,0,15,128
12,5,10,0,13,12,1016,164,11,32,97,0,15,146
12,10,15,0,13,13,1016,178,4,32,97,0,15,127
12,15,20,0,13,13,1016,190,16,32,97,0,15,183
12,20,25,0,13,13,1016,189,8,33,97,0,15,257
12,25,30,0,13,13,1016,213,0,29,97,0,15,192
12,30,35,0,13,13,1016,203,17,24,96,0,15,197
12,35,40,0,0,0,0,0,0,0,0,0,0,0
12,40,45,0,13,13,1016,211,14,24,96,0,15,153
12,45,50,0,13,13,1016,158,8,24,95,0,15,207
12,50,55,0,14,13,1016,194,8,19,96,0,15,239
12,55,60,0,14,13,1016,158,0,19,95,0,15,330
13,0,5,0,14,13,1016,178,1,19,95,0,15,192
13,5,10,0,14,13,1016,182,3,17,95,0,15,179
13,10,15,0,14,13,1016,215,3,22,95,0,15,183
13,15,20,0,14,13,1016,182,9,24,94,0,15,216
13,20,25,0,14,13,1016,160,9,25,94,0,15,367
13,25,30,0,14,13,1016,213,24,25,94,0,15,204
13,30,35,0,14,13,1016,199,0,30,94,0,15,241
13,35,40,0,14,13,1016,192,16,32,94,0,15,214
13,40,45,0,14,13,1016,202,3,32,94,0,15,141
13,45,50,0,0,0,0,0,0,0,0,0,0,0
13,50,55,0,14,13,1016,197,17,33,94,0,15,250
13,55,60,0,14,13,1016,196,9,33,94,0,15,151
14,0,5,0,14,13,1016,158,9,27,94,0,15,137
14,5,10,0,14,13,1016,196,12,25,94,0,15,153
14,10,15,0,14,13,1016,180,8,25,94,0,15,111
14,15,20,0,0,0,0,0,0,0,0,0,0,0
14,20,25,0,14,13,1016,184,0,25,94,0,15,225
14,25,30,0,14,13,1016,203,11,17,94,0,15,244
14,30,35,0,14,13,1016,180,4,27,94,0,15,265
14,35,40,0,14,13,1016,183,8,25,94,0,15,255
14,40,45,0,14,13,1016,188,4,30,93,0,15,267
14,45,50,0,14,13,1016,190,11,25,93,0,15,276
14,50,55,0,14,13,1016,185,9,37,93,0,15,279
14,55,60,0,14,13,1016,180,4,29,93,0,15,274
15,0,5,0,14,13,1016,199,12,33,93,0,15,383
15,5,10,0,14,13,1016,232,6,20,92,0,15,341
15,10,15,0,0,0,0,0,0,0,0,0,0,0
15,15,20,0,14,13,1015,177,0,24,91,0,15,380
15,20,25,0,14,13,1015,184,14,30,91,0,15,309
15,25,30,0,14,13,1015,163,1,27,90,0,15,304
15,30,35,0,14,13,1015,184,6,37,90,0,15,332
15,35,40,0,14,13,1015,200,6,37,90,0,15,302
15,40,45,0,14,13,1015,171,3,22,90,0,15,214
15,45,50,0,14,13,1015,180,14,35,90,0,15,232
15,50,55,0,14,13,1015,182,8,37,92,0,15,244
15,55,60,0,14,13,1015,196,0,30,90,0,15,288
16,0,5,0,14,13,1015,194,12,24,90,0,15,237
16,5,10,0,14,13,1015,173,0,24,90,0,15,153
16,10,15,0,14,13,1015,205,16,22,90,0,15,257
16,15,20,0,14,13,1015,165,19,30,90,0,15,199
16,20,25,0,14,13,1015,155,0,30,90,0,15,276
16,25,30,0,14,13,1015,198,8,29,90,0,15,332
16,30,35,0,14,13,1015,183,1,22,90,0,15,325
16,35,40,0,14,13,1015,160,1,32,90,0,15,232
16,40,45,0,14,13,1015,212,19,32,90,0,15,160
16,45,50,0,14,13,1015,196,8,29,90,0,15,186
16,50,55,0,14,12,1015,216,9,29,89,0,15,204
16,55,60,0,14,13,1015,194,11,27,90,0,15,221
17,0,5,0,14,12,1015,159,14,27,89,0,15,216
17,5,10,0,14,12,1015,188,8,33,89,0,15,216
17,10,15,0,14,12,1015,176,0,24,89,0,15,186
17,15,20,0,14,12,1015,196,0,20,88,0,15,160
17,20,25,0,14,12,1015,216,3,16,88,0,15,169
17,25,30,0,14,12,1015,213,6,16,88,0,15,181
17,30,35,0,14,12,1015,162,0,25,88,0,15,149
17,35,40,0,14,12,1015,169,3,25,89,0,15,120
17,40,45,0,14,12,1015,182,3,22,89,0,15,105
17,45,50,0,14,12,1015,186,0,19,89,0,15,90
17,50,55,0,14,12,1015,166,1,19,89,0,15,90
17,55,60,0,14,12,1015,161,6,17,90,0,15,93
18,0,5,0,14,12,1015,194,3,16,90,0,15,83
18,5,10,0,14,12,1015,175,12,17,90,0,15,79
18,10,15,0,14,12,1015,186,6,22,90,0,15,76
18,15,20,0,14,12,1015,194,9,20,91,0,15,67
18,20,25,0,14,12,1015,198,14,16,91,0,15,60
18,25,30,0,14,12,1015,187,1,17,91,0,15,56
18,30,35,0,14,12,1015,197,4,20,90,0,15,54
18,35,40,0,14,12,1015,171,6,19,90,0,15,58
18,40,45,0,14,12,1015,177,0,19,91,0,15,51
18,45,50,0,14,12,1015,209,0,20,91,0,15,47
18,50,55,0,14,12,1015,173,1,20,91,0,15,44
18,55,60,0,14,12,1015,192,6,17,91,0,15,39
19,0,5,0,14,12,1015,192,3,17,91,0,15,37
19,5,10,0,14,12,1014,167,8,16,90,0,15,35
19,10,15,0,14,12,1015,191,0,16,90,0,15,30
19,15,20,0,14,12,1015,188,0,14,90,0,15,33
19,20,25,0,0,0,0,0,0,0,0,0,0,0
19,25,30,0,14,12,1014,213,14,17,90,0,15,19
19,30,35,0,14,12,1014,227,12,19,89,0,15,14
19,35,40,0,14,12,1014,186,9,16,88,0,15,12
19,40,45,0,14,12,1014,193,1,16,88,0,15,11
19,45,50,0,14,12,1014,188,6,12,88,0,15,7
19,50,55,0,14,12,1014,172,1,9,88,0,15,0
19,55,60,0,14,12,1014,186,9,11,88,0,15,0
20,0,5,0,14,12,1014,184,0,12,88,0,15,0
20,5,10,0,14,12,1014,192,1,17,88,0,15,0
20,10,15,0,14,12,1014,192,6,17,88,0,15,0
20,15,20,0,14,12,1014,175,0,14,88,0,15,0
20,20,25,0,14,12,1014,190,0,9,88,0,15,0
20,25,30,0,14,12,1014,180,3,12,89,0,15,0
20,30,35,0,13,12,1014,173,0,12,89,0,15,0
20,35,40,0,13,12,1014,163,0,8,90,0,15,0
20,40,45,0,13,12,1014,169,0,12,90,0,15,0
20,45,50,0,13,12,1014,147,0,12,91,0,15,0
20,50,55,0,13,12,1014,148,0,8,91,0,15,0
20,55,60,0,13,12,1014,130,0,9,91,0,15,0
21,0,5,0,13,12,1014,150,8,8,92,0,15,0
21,5,10,0,13,12,1014,143,6,14,92,0,15,0
21,10,15,0,13,12,1014,142,0,14,92,0,15,0
21,15,20,0,13,12,1014,158,0,8,92,0,15,0
21,20,25,0,13,12,1014,162,0,8,92,0,15,0
21,25,30,0,13,12,1014,188,6,11,92,0,15,0
21,30,35,0,13,12,1014,174,3,12,92,0,15,0
21,35,40,0,13,12,1014,153,4,12,92,0,15,0
21,40,45,0,13,12,1014,184,8,19,92,0,15,0
21,45,50,0,13,12,1014,177,3,19,92,0,15,0
21,50,55,0,13,12,1014,181,6,14,92,0,15,0
21,55,60,0,13,12,1014,144,0,17,91,0,15,0
22,0,5,0,13,12,1014,146,0,17,92,0,15,0
22,5,10,0,13,12,1014,171,9,9,91,0,15,0
22,10,15,0,13,12,1014,157,0,14,92,0,15,0
22,15,20,0,0,0,0,0,0,0,0,0,0,0
22,20,25,0,13,12,1014,149,0,17,92,0,15,0
22,25,30,0,13,12,1014,149,4,14,92,0,15,0
22,30,35,0,13,12,1014,178,0,11,92,0,15,0
22,35,40,0,13,12,1014,151,4,16,93,0,15,0
22,40,45,0,13,12,1014,151,3,17,93,0,15,0
22,45,50,0,0,0,0,0,0,0,0,0,0,0
22,50,55,0,13,12,1014,149,12,19,93,0,15,0
22,55,60,0,13,12,1014,158,8,12,93,0,15,0
23,0,5,0,13,12,1014,144,0,12,93,0,15,0
23,5,10,0,13,11,1014,161,0,14,92,0,15,0
23,10,15,0,13,12,1014,143,8,14,92,0,15,0
23,15,20,0,13,11,1014,146,3,14,92,0,15,0
23,20,25,0,13,11,1014,159,6,14,92,0,15,0
23,25,30,0,13,11,1014,147,4,14,92,0,15,0
23,30,35,0,13,11,1013,163,9,16,92,0,15,0
23,35,40,0,13,11,1013,161,3,17,92,0,15,0
23,40,45,0,13,12,1013,141,4,19,92,0,15,0
23,45,50,0,13,12,1013,158,14,19,91,0,15,0
23,50,55,0,13,12,1013,140,12,16,91,0,15,0
23,55,60,0,13,12,1013,87,0,17,91,0,15,0
0,0,5,0,13,11,1013,172,9,16,90,0,15,0
0,5,10,0,0,0,0,0,0,0,0,0,0,0
0,10,15,0,13,11,1013,151,14,20,90,0,0,0
0,15,20,0,13,11,1013,159,6,20,89,0,0,0
0,20,25,0,13,12,1013,152,0,20,90,0,0,0
0,25,30,0,13,11,1013,151,6,17,89,0,0,0
0,30,35,0,13,11,1013,178,0,17,89,0,0,0
0,35,40,0,13,11,1013,157,4,16,89,0,0,0
0,40,45,0,13,11,1013,162,8,14,89,0,0,0
0,45,50,0,13,11,1013,155,6,12,89,0,0,0
0,50,55,0,0,0,0,0,0,0,0,0,0,0
0,55,60,0,13,11,1013,164,6,19,89,0,0,0
1,0,5,0,13,11,1013,175,1,19,89,0,0,0
1,5,10,0,13,11,1013,144,0,17,89,0,0,0
1,10,15,0,13,11,1013,151,9,19,89,0,0,0
1,15,20,0,13,11,1013,161,0,19,89,0,0,0
1,20,25,0,13,11,1013,157,4,17,89,0,0,0
1,25,30,0,0,0,0,0,0,0,0,0,0,0
1,30,35,0,13,11,1013,132,0,14,89,0,0,0
1,35,40,0,13,11,1013,142,6,16,89,0,0,0
1,40,45,0,13,11,1013,124,3,14,89,0,0,0
1,45,50,0,13,11,1012,125,0,14,89,0,0,0
1,50,55,0,13,11,1012,126,0,14,89,0,0,0
1,55,60,0,13,11,1012,127,0,11,90,0,0,0
2,0,5,0,13,11,1012,132,6,14,90,0,0,0
2,5,10,0,12,11,1012,131,0,14,90,0,0,0
2,10,15,0,12,11,1012,131,0,11,90,0,0,0
2,15,20,0,12,11,1012,127,0,12,90,0,0,0
2,20,25,0,12,11,1012,126,4,12,90,0,0,0
2,25,30,0,0,0,0,0,0,0,0,0,0,0
2,30,35,0,12,11,1012,127,3,14,91,0,0,0
2,35,40,0,12,11,1012,128,0,14,91,0,0,0
2,40,45,0,12,11,1012,122,3,14,91,0,0,0
